,Player,pts,match_count,elo
1076,Kumar S.,0,1,1484.0
1077,Spottl M.,0,2,1472.2022372015417
1078,Kilderry P.,0,3,1455.6958694761345
1079,Ishii Y.,0,4,1452.3611191498721
1080,Bhupathi M.,0,3,1449.0405831742328
1081,Syed F.,0,1,1484.6412234624477
1082,Dupre T.,0,1,1482.5641271217237
1083,Mankad H.,0,3,1451.4554179941722
1084,Uppal V.,43,1,1483.547440477879
1085,Skoch D.,22,3,1461.0409346724725
1086,Salva B.,104,5,1444.3395355761318
1087,Vardhan V.,140,2,1468.8112672708146
1088,Yang T.H.,164,4,1463.3825710828767
1089,Nedunchezhiyan J.,141,1,1482.5641271217237
1090,Prashanth V.,56,1,1482.6857105364336
1091,Myneni S.,410,2,1473.2178962159262
1092,Ali Mutawa J.M.,0,4,1439.0539524071141
1093,Zayid M.S.,5,3,1455.9698945953996
1094,Nam J.S.,46,3,1461.4339909655725
1095,Aragone J.C.,165,1,1484.0
1096,Dhamne M.,0,1,1484.6805378613656
1097,Mukund S.,140,3,1451.5338764642254
1098,Sachko V.,378,5,1443.961292252054
1099,Wong C.,238,1,1483.2359165244086
1100,Al-Alawi S.K.,0,2,1468.736306793522
1101,Luxa P.,0,7,1412.5360366078644
1102,Sanchez J.,0,1,1485.0417008585
1103,Al-Khulaifi N.G.,0,1,1483.263693206478
1104,Khalfan S.,5,3,1449.4919485572202
1105,Abdulla M.,0,1,1485.212045819179
1106,Sultan-Khalfan A.,0,1,1484.7404306767992
1107,Al-Haji A.,0,3,1454.7817831536868
1108,Dorsch B.,222,3,1463.0332533860808
1109,Maamoun K.,145,1,1484.091920627357
1110,Sabry S.,39,1,1484.0
1111,Zayed M. S.,1,1,1492.2581563580768
1112,Zayed M.S.,0,1,1493.3594187170195
1113,Hossam K.,127,1,1488.6297401662266
1114,Yuksel A.,73,1,1482.7755964254486
1115,Kadhe A.,26,4,1436.893687990115
1116,Fancutt T.,53,1,1483.182243203277
1117,Schoolkate T.,18,1,1485.4029998471901
1118,Walton A.,354,2,1469.3379596589143
1119,Mccabe J.,214,2,1468.1011206397957
1120,Costa F.,0,4,1446.9797776877308
1121,Willman D.,0,1,1486.4997233170263
1122,Rea S.,0,2,1472.2501507489185
1123,Jones G.D.,4,2,1471.2486853785265
1124,King-Turner D.,107,6,1409.088578917968
1125,Jun W.,96,1,1490.995140613149
1126,Statham R.,40,1,1480.9336839319342
1127,Lemke J.,73,1,1480.7063881464862
1128,Tearney F.,90,2,1466.9795278618594
1129,Sitak A.,100,2,1465.3964892340534
1130,Caruana L.,100,1,1485.251281764673
1131,O'Connell C.,228,3,1468.0236238597977
1132,Mott B.,173,2,1471.8090240110657
1133,Ferreira Silva F.,356,2,1474.778608949867
1134,Durasovic V.,127,2,1491.1370042037727
1135,Pannu K.,35,3,1458.8776253704027
1136,Durek R.,0,1,1491.8276911770927
1137,Bourgeois L.,92,2,1470.9796211516968
1138,Struff J-L.,523,1,1488.803338432576
1139,Bellucci M.,374,1,1483.4718510736102
1140,Krutykh O.,327,3,1455.359991448011
1141,Lokoli L.,120,8,1403.5867930962966
1142,Karbacher B.,0,2,1469.8187822756663
1143,Kulti N.,0,5,1434.672798409923
1144,Breen M.,0,1,1483.5461543254755
1145,Perry T.,0,1,1487.3748768302125
1146,Svarc L.,0,2,1476.7475229355741
1147,Henry R.,0,1,1482.8045957300556
1148,March O.,0,1,1485.392015476536
1149,Adaktusson J.,133,1,1479.1227981290872
1150,Snobel P.,231,4,1457.0084555446826
1151,Mackin A.,137,11,1391.760750586649
1152,Ebelthite C.,300,1,1484.0791656870379
1153,Hocevar R.,446,5,1434.1289548555385
1154,Crugnola M.,400,3,1473.2189777010076
1155,Nielsen F.,156,10,1360.3576635260056
1156,Viola Mat.,362,2,1466.4931871517992
1157,Authom M.,265,2,1462.2323193241618
1158,Safranek V.,249,2,1477.575120463149
1159,Li Z.,214,10,1402.2855818930707
1160,Menezes J.,353,1,1482.6969959765577
1161,Escoffier A.,354,1,1483.3016320993797
1162,Blanchet U.,287,1,1483.0048833909436
1163,Moyano D.,0,2,1463.026947823613
1164,Nunez E.,0,1,1480.2812528629333
1165,Wang Y.,450,4,1447.4572764005375
1166,Podlipnik H.,54,2,1474.92277791442
1167,Anderson A.,2,1,1491.8647394596042
1168,Hutchins R.,0,1,1484.6991072656178
1169,Scholtz N.,27,1,1482.4634146331632
1170,Artunedo Martinavarro A.,126,1,1486.13827194886
1171,Rybakov A.,123,1,1481.0309754344644
1172,Krall L.,0,1,1480.9671464423589
1173,Gomez F.,135,1,1482.742623789578
1174,Comesana F.,534,2,1469.2972576428006
1175,Raoux G.,0,2,1469.2422112928746
1176,Reichel A.,0,1,1486.7222776510616
1177,Parada F.,77,2,1467.8476128567418
1178,Hormazabal G.,30,3,1452.183424279658
1179,Mazarakis V.,344,5,1458.6627507834496
1180,Aranguren J.M.,109,2,1473.5205568534464
1181,Saavedra Corvalan C.,90,1,1483.2123050185724
1182,Rios F.,2,1,1481.263833306008
1183,Lama G.,110,4,1440.4881292590321
1184,Escobar G.,126,2,1463.0069402423117
1185,Velotti A.,206,4,1439.4004795301375
1186,Kwiatkowski T.S.,32,7,1410.3060738605554
1187,Moroni G.M.,325,2,1465.0467877634142
1188,Chidekh C.,101,1,1480.849184724226
1189,Blancaneaux G.,389,6,1418.6167449308375
1190,Neff A.,23,1,1481.2637105284161
1191,Humphries S.,0,4,1452.4033715782207
1192,Koll H.,0,1,1484.4421375495574
1193,Harboe P.,0,1,1481.195942248548
1194,Bowles C.,2,1,1480.8730754118383
1195,van D. Merwe I.,491,1,1482.3087070993452
1196,Mesaros K.,153,1,1482.2728788874476
1197,Marcan D.,107,2,1466.1774901680278
1198,Veger F.,16,1,1482.7497538215016
1199,Androic T.,119,2,1475.2494451601028
1200,Lazov A.,95,1,1481.2226433453163
1201,Tepavac M.,270,1,1489.904302413372
1202,Donski A.,2,1,1484.1948612869135
1203,Shi B.,0,1,1486.4486604095032
1204,Jensen L.,0,1,1483.0618903163072
1205,Knowles M.,0,2,1465.4193148578001
1206,Peralta J.,0,1,1482.917913939378
1207,Silva D.,274,1,1481.2262709943025
1208,Romboli F.,198,1,1481.2138143956786
1209,Arevalo M.,395,2,1468.9762748390472
1210,Chakravarthi C.,0,1,1486.0731935648444
1211,Arquez P.,0,1,1483.826229750037
1212,Olguin L.,0,1,1482.856919615417
1213,Lajola D.,22,1,1484.0
1214,Strode B.,95,1,1484.736306793522
1215,Lin J.M.,0,1,1483.1833294403007
1216,Zayid M.,0,1,1487.5605535634602
1217,Poerschke L.,123,2,1480.1571226364342
1218,Im K.T.,228,1,1482.5529188360306
1219,Britton D.,4,3,1479.4410661826375
1220,Deheart R.,168,2,1479.2129401748152
1221,Borvanov R.,119,1,1488.78316808519
1222,Tsitsipas P.,13,1,1484.3661779935596
1223,Braga P.,0,1,1482.0893921950253
1224,Galdon P.,153,1,1489.4560480409289
1225,Molteni A.,169,2,1469.1798139696243
1226,Quigley E.,82,1,1483.0117080104985
1227,Meligeni Rodrigues F,278,2,1478.695052772483
1228,Gallardo Valles M.,88,2,1479.7260827601272
1229,Dailey Z.,0,1,1485.7250232900853
1230,Rodriguez B.,67,1,1479.6803560857027
1231,Echagaray B.,233,4,1463.713110943438
1232,Ramirez C.,72,3,1467.9152100444567
1233,Kumantsov A.,123,2,1466.9141000465338
1234,Lopez Villasenor G.,41,4,1449.3681272976685
1235,Alves M.,60,1,1488.717711747989
1236,Pacheco Mendez R.,2,4,1450.503585436963
1237,Stark J.,0,2,1464.7180919658138
1238,Szymanski J.,0,1,1480.5465286753354
1239,Al-Awadhi O.,16,8,1411.7610822204103
1240,Norby R.,0,1,1480.367893131673
1241,Gallardo M.,0,2,1478.8907662488762
1242,van der Dium A.,8,1,1485.1269077298575
1243,Chappell N.,65,2,1468.494224812388
1244,Heide G.,249,1,1481.7901360248227
1245,Eagle J.,0,1,1485.0632536214619
1246,Garza D.,74,4,1443.7710098866205
1247,Sanchez M.,42,2,1461.4792853354468
1248,Cabal J.S.,177,2,1469.858349917908
1249,Reyes-Varela M.A.,69,2,1473.079819438202
1250,Hank T.,57,3,1454.7906530059472
1251,Patino L.,25,1,1482.6373347136307
1252,Gomez L.,66,6,1429.3258133049096
1253,Gonzalez P.,0,1,1481.4721780065065
1254,Cortes J.,0,1,1489.941942527613
1255,Phillips T.,0,1,1484.1521265286754
1256,Minar J.,118,3,1472.4821093069386
1257,Nader M.,0,1,1484.0
1258,Gooding J.,0,1,1485.724314234173
1259,Tecau H.,0,1,1479.6452246903198
1260,Awadhy O.,4,2,1477.5911743118095
1261,Djokovic M.,1,4,1444.900397386116
1262,Mcgee J.,193,3,1447.1268222997644
1263,Martin F.,125,2,1469.4273542836854
1264,Luz O.,63,1,1481.7671663122808
1265,Sakamoto P.,39,1,1484.2002078321946
1266,Blanch U.,207,1,1487.3382971937742
1267,Catarina L.,90,4,1453.0123743346003
1268,Rocha H.,53,1,1482.0426934762952
1269,Harper-Griffith L.,0,2,1472.5315969244384
1270,Ouahabi T.,0,1,1485.1548506677868
1271,Ziadi M.,21,5,1432.9798092846527
1272,Chaki R.,64,2,1474.153333734363
1273,Granollers-Pujol G.,164,4,1451.297687792177
1274,Idmbarek Y.,28,2,1469.8676536976227
1275,Rachidi Y.,11,1,1479.7910744213887
1276,Khaddari H.,66,1,1486.4052536674633
1277,Belal C.,0,1,1489.8268152472504
1278,Malcor O.,0,2,1471.7997926564626
1279,Matias N.,0,1,1485.266045359794
1280,Lopes H.,0,1,1487.2360384983535
1281,Burniol G.,49,2,1464.5912868590087
1282,Matos-Gil I.,0,2,1470.146031875411
1283,Fornell M.,132,1,1482.7279906966492
1284,Niland C.,260,3,1479.8975365483604
1285,Janvier M.,267,5,1447.945867813643
1286,Lalami Laaroussi Y.,13,1,1485.32406070383
1287,Moundir A.,33,1,1478.9050730773129
1288,Marques N.,0,1,1492.4604672433259
1289,Couto E.,0,1,1482.5688540124302
1290,Sousa T.,0,1,1482.9964530214656
1291,Vacherot V.,134,1,1482.8436995997022
1292,Dustov F.,70,7,1428.1282891424605
1293,Riba-Madrid P.,654,2,1464.1640854645154
1294,Rincon D.,190,2,1470.7636443795502
1295,Marin L.,0,1,1494.683505621974
1296,Peric T.,3,1,1487.5701840086433
1297,Sanchez De Luna J.,117,2,1481.5474032022412
1298,Marrai M.,74,1,1488.6278655019635
1299,Moraru G.,89,2,1466.5970343300535
1300,Chvojka E.,163,2,1471.5283309174094
1301,Ciorcila P.,52,1,1485.1285658823806
1302,Linzer M.,130,2,1468.3029972244592
1303,Setkic A.,321,3,1455.007075996392
1304,Garcia M.,0,2,1464.4577857044694
1305,Albert M.,0,1,1488.1329948196849
1306,Condor F.,0,1,1481.1958724711942
1307,Luque D.,33,1,1487.765777211506
1308,Azzaro L.,123,3,1470.193229982862
1309,Zlatanovic A.,4,1,1481.0048082325554
1310,Gomez-Herrera C.,30,1,1486.2052746523539
1311,Silva F.,207,2,1477.025304279476
1312,Vega Hernandez D.,90,1,1481.5346440580447
1313,Baldi F.,370,3,1455.2515151698408
1314,Rehberg M.,17,3,1455.2716881877254
1315,Topo M.,45,4,1452.2602342471416
1316,Fahlke A.,0,1,1490.2760879086466
1317,Desein N.,206,3,1464.4220407433759
1318,Bellotti R.,261,1,1478.9169313926488
1319,Landaluce M.,35,3,1468.085302941545
1320,Mathieu P.,803,5,1472.4459255947872
1321,Kloer S.,100,1,1491.406880060403
1322,Popko D.,363,2,1472.3431202712118
1323,Gimeno Valero C.,114,1,1488.7987247495948
1324,Basso A.,28,1,1491.9649982852327
1325,Brancaccio R.,142,1,1487.3478900441078
1326,Navarra M.,0,1,1493.1466168505215
1327,Ager J.,0,2,1468.316895451518
1328,Weinzierl J.,0,1,1483.5576072123038
1329,Mirnegg M.,0,1,1489.6600340701993
1330,Popp T.,178,2,1472.706589260441
1331,Dolgopolov A.,86,3,1459.2155867333906
1332,Lopez San Martin A.,170,1,1492.4124659497872
1333,Delfino M.,0,1,1480.8438486146197
1334,Eysseric J.,169,4,1450.1138150439642
1335,Vaisse M.,146,1,1479.4084577678611
1336,Ortega-Olmedo R.,157,1,1486.988387857234
1337,Dreekmann H.,0,2,1487.7344210534297
1338,Koderisch C.,0,1,1489.7474914970014
1339,Lipsky S.,8,1,1476.9512507155634
1340,Hamou M.,181,3,1460.6177811059908
1341,Samper-Montana J.,249,2,1474.5374300197168
1342,Hernandez-Fernandez J,203,1,1493.744204768542
1343,de Loore J.,328,2,1486.005199683592
1344,Rodriguez Taverna S.,287,1,1490.6227431336401
1345,Kauffmann C.,0,2,1470.718774914456
1346,Cox D.,226,5,1430.6997585128336
1347,Golding O.,68,3,1462.0396950808422
1348,Ghedin R.,163,3,1461.229280437232
1349,Gigounon G.,229,1,1491.0315085563986
1350,Witt A.,0,1,1481.7038503139559
1351,Coetzee J.,0,1,1483.8366241882093
1352,Fitz S.,0,1,1488.682372644388
1353,Uebel L.,0,1,1494.3866794958296
1354,Klein T.,0,1,1489.3552083050063
1355,Logtens P.,0,2,1479.7460441613207
1356,Koning M.,16,1,1492.4373247767624
1357,Olejniczak D.,79,3,1461.3297384934017
1358,Fleming C.,641,2,1472.3485901279012
1359,Emmrich M.,7,1,1490.4051588882116
1360,Slabinsky A.,108,2,1473.493362192858
1361,Kirillov E.,14,2,1485.4613830272938
1362,Corrie E.,130,1,1482.6212023572602
1363,Landsberg J.,0,1,1486.282233669227
1364,Ivanov-Smolensky K.,0,2,1462.4149058906876
1365,Moser F.,71,2,1476.9051294263752
1366,Middelkoop M.,188,1,1482.0582164110565
1367,Berta D.,0,2,1459.339161607298
1368,Walter L.,165,1,1483.285648391048
1369,Squire H.,169,1,1487.409485839066
1370,Boruszewski J.,0,1,1484.2535029621042
1371,Golovanov D.,0,5,1452.8727905640797
1372,Hellstrom M.,0,1,1481.5877933256081
1373,Alcaide G.,197,1,1490.1117725711163
1374,Jubb P.,256,4,1459.3512601483515
1375,Loffhagen G.,130,2,1477.8071054010945
1376,Gaudi I.,0,1,1486.160067156427
1377,MacLagan M.,0,2,1462.1170616205213
1378,Andersson H.,0,1,1481.2837800766476
1379,Prpic A.,191,2,1462.387844315686
1380,Sarstrand M.,0,2,1474.0182863706161
1381,Goransson T.,18,2,1464.704575723338
1382,Tveit E.,10,1,1490.5259145780915
1383,Reid M.,220,1,1493.4144069923966
1384,Smethurst D.,205,1,1489.9204647411477
1385,Aragone JC,162,1,1482.6904743383923
1386,Timfjord N.,0,1,1484.8408705342986
1387,Fleischfresser T.,0,1,1493.7221171162764
1388,Milligan L.,0,2,1481.2789145362167
1389,Derepasko A.,0,1,1494.0164789943929
1390,Todero N.,0,1,1481.235294479251
1391,Roshardt R.,37,2,1462.4292948878065
1392,Vicente M.,211,1,1477.6522484592335
1393,Kutac R.,30,1,1481.81603256842
1394,Eriksson M.,94,4,1433.219749634429
1395,Ward A.,17,4,1451.865404671091
1396,Fery A.,118,1,1494.655245188738
1397,Arnold L.,0,1,1479.95533020885
1398,Vlasov D.,0,1,1484.832702619822
1399,Ellwood B.,0,1,1481.7805509340094
1400,Shimada T.,0,2,1465.7618739558818
1401,van der Meer N.,0,1,1481.333312054857
1402,Levine I.,71,2,1474.0411917142376
1403,Kern R.,98,3,1461.873150032776
1404,Bossel A.,168,2,1469.2030162237982
1405,Thompson C.,1,1,1489.827301267098
1406,Madaras D.,157,2,1470.8874142328639
1407,Thomas J.,0,2,1466.299302481766
1408,Levinsky J.,0,1,1481.695912864704
1409,Cook L.,0,1,1481.6617621977293
1410,Zitko R.,52,2,1470.4511027258247
1411,Korteling S.,57,1,1489.516853244751
1412,Simmonds P.,166,3,1475.3774283566506
1413,Arvidsson I.,72,1,1484.8442622578227
1414,Simonsson F.,37,1,1484.0
1415,Ehrat S.,42,3,1444.1148699894313
1416,Virtanen O.,456,3,1451.0776591498548
1417,Tiilikainen K.,0,2,1471.463366906964
1418,Filippini M.,0,2,1476.1910285434326
1419,Trusendi W.,101,1,1480.8520731736444
1420,Salamanca C.,139,1,1485.6319670398843
1421,Barrientos N.,121,4,1427.2380076955037
1422,Struvay E.,135,2,1470.278499665824
1423,Moeller M.,0,1,1485.624836790272
1424,Mejia N.,176,1,1481.3622132586618
1425,Blumberg W.,21,1,1484.6615198694858
1426,Spizzirri E.,0,1,1484.9540240560696
1427,Chung Y.,96,2,1476.197505848176
1428,Miketa D.,0,1,1489.6009248291643
1429,Behrmann M.,0,1,1483.465861957152
1430,Ayala D.,0,1,1480.5414065925834
1431,Thron A.,11,2,1466.785611214798
1432,Brizzi A.,136,1,1483.3363407575487
1433,Aragone J.,60,2,1483.1606348966025
1434,Torebko P.,142,2,1468.9852239050942
1435,Collarini A.,339,1,1484.0
1436,Peschek D.,0,1,1483.3295650216996
1437,Vajda I.,0,2,1476.4716570632647
1438,Herm-Zahlava J.,0,2,1468.2641719488056
1439,Neumuller I.,0,1,1485.3228670317526
1440,Gimeno D.,0,1,1493.379350230511
1441,Patriarca D.,128,1,1481.8645250405682
1442,Sandbichler A.,40,1,1483.0489100553448
1443,O'Neal J.,21,1,1485.811444795851
1444,Grigelis L.,200,1,1485.4642089034523
1445,Pasha N.,6,1,1483.917758662138
1446,Trevisan M.,61,1,1477.3396293400099
1447,Gromley C.,0,1,1490.0131753830808
1448,Bryde T.,7,1,1489.0200615041783
1449,Moretti H.,0,1,1492.0085317929615
1450,Trimmel C.,0,2,1477.721675517932
1451,Vasek R.,0,1,1484.871384964894
1452,Fasching A.,0,1,1490.7576043406336
1453,Cabello F.,0,1,1485.8306343768224
1454,Tkalec M.,0,1,1484.1384809014583
1455,Bozic I.,0,1,1482.290448021045
1456,De Paula F.,86,1,1480.076825793896
1457,Reinberg E.,9,1,1489.75689439242
1458,Neumayer L.,13,1,1482.9714351574085
1459,Nijaki R.,0,1,1486.9850913723926
1460,Dabrowski B.,0,2,1482.6237058850081
1461,Yim R.,0,2,1476.309631322184
1462,Ionita V.,142,3,1450.459570835882
1463,Belic L.,20,3,1464.8385092848487
1464,Ruevski P.,190,1,1487.9373250055828
1465,Piccari F.,159,1,1479.15096485703
1466,Muster T.,6,3,1462.342366499001
1467,Westerhof B.,195,1,1484.457773900314
1468,Topic J.,41,1,1484.1020755702327
1469,Lopez-Perez E.,278,1,1487.7112706571359
1470,Lenz J.,162,2,1488.9281452882547
1471,Dutra Da Silva D.,241,1,1484.2759953115271
1472,Casanova H.,147,1,1482.9360358261376
1473,Cobolli S.,0,1,1486.5304339728389
1474,Fyrstenberg M.,13,3,1463.2953762298314
1475,Matkowski M.,0,2,1469.0371239681845
1476,Urban F.,0,2,1467.6570095591285
1477,Panfil G.,12,1,1485.387209114468
1478,Agostinelli B.,7,1,1476.6247425685908
1479,Meister N.,37,1,1489.5102521631256
1480,Hernandez-Fernandez J.,205,1,1485.8227121208367
1481,Miedler L.,67,3,1466.6952858920195
1482,Poljicak M.,54,1,1483.9255714797332
1483,Mansouri S.,183,1,1493.271983103651
1484,Tramacchi P.,0,1,1483.0706279110318
1485,Pfeiffer K.,0,1,1492.9821241358034
1486,Carlson A.,0,1,1482.5457595470216
1487,Clayton A.,3,1,1479.0502768738015
1488,Dev Varman S.,7,3,1456.6314563160902
1489,Estrella V.,149,1,1490.253813282656
1490,Villanueva G.,174,1,1489.2568649426637
1491,Agaev E.,0,1,1482.106284931641
1492,Yoo D.,0,1,1487.3005271989962
1493,Bester P.,212,5,1436.5572047488236
1494,Steckley R.,34,1,1483.9922576425117
1495,Smith A.,0,1,1491.4160959061421
1496,Garanganga T.,81,1,1481.585025942917
1497,Galarneau A.,215,2,1483.0023233211866
1498,Mor L.,0,1,1488.2129345033375
1499,Spracklin T.,0,1,1478.514186337577
1500,Ignatik U.,69,1,1486.5289494612093
1501,Buchanan C.,302,2,1484.2202779925142
1502,Lojda D.,285,1,1484.8395242026606
1503,Halebian A.,39,1,1485.2710834191234
1504,Bangoura S.,153,1,1477.47438682157
1505,Bega A.,128,1,1483.2291079061445
1506,Riffice S.,63,1,1490.7760260647892
1507,Caldwell D.,0,1,1479.6291282027212
1508,Harsanyi P.,0,2,1470.3642841454412
1509,Hanley P.,0,1,1485.288148379483
1510,Benneteau A.,0,1,1490.9911502723571
1511,Luncanu P.A.,134,2,1478.5498356982005
1512,Bogaerts R.,6,1,1483.6019775513118
1513,Kirchheimer S.,110,1,1487.3044575815943
1514,Lukaev R.,0,1,1493.2005555900316
1515,Kunitcin I.,0,1,1482.749399490325
1516,McClune M.,31,1,1493.0109537496066
1517,Valent R.,7,1,1486.977010162322
1518,Altamirano C.,128,2,1478.5477727514253
1519,Monteiro J.,57,1,1489.117456446237
1520,Sarmiento R.,26,1,1487.9677186268814
1521,Pervolarakis M.,109,1,1486.7302022104839
1522,Tien L.,8,2,1479.5694526102925
1523,Quintero M.,0,1,1481.7319694030755
1524,Yu X.Y.,47,2,1462.8809661161918
1525,Wang Y.Jr.,55,1,1485.3115760168641
1526,Wachiramanowong K.,60,3,1477.6876443145331
1527,Shane R.,3,1,1486.1002068390605
1528,Chrysochos P.,3,1,1484.3402205519021
1529,Holmgren A.,16,1,1495.210912778184
1530,Mu T.,63,1,1483.0833454261367
1531,Cui J.,60,1,1484.6485697223789
1532,Lock B.,145,1,1488.3516001016756
1533,Bohane A.,0,1,1494.7924484306773
1534,Pedroso A.,0,1,1493.24765846034
1535,Gard C.,151,1,1486.0422191509865
1536,Si Y.M.,0,1,1482.4914392501728
1537,Vasilevski A.,19,1,1481.4134020184324
1538,Nedelko I.,100,2,1467.2356365080946
1539,Betov S.,61,1,1485.4406017533063
1540,Fidirko N.,11,1,1483.541766859521
1541,Inglot D.,12,2,1475.1526809034297
1542,Biryukov M.,5,2,1471.3322863810354
1543,Takeuchi K.,92,1,1481.5518948448994
1544,Burquier G.,248,1,1488.3238620648287
1545,Roumane R.,78,1,1483.9714760114464
1546,Furness E.,245,1,1487.003851706505
1547,Li Zh.,55,1,1483.1319910860375
1548,Zhou Y.,18,2,1475.936665137402
1549,Mo Y.,46,1,1496.3527581270591
1550,Peppas S.,0,1,1485.6845933581296
1551,Ratiwatana S.,0,1,1483.6745224340548
1552,Fruttero J.P.,185,1,1489.8386375520317
1553,Chen T.,114,3,1470.5277227270262
1554,Martin D.,21,1,1490.205704987422
1555,Siriluethaiwattana P.,5,2,1471.8289753798194
1556,Nam H.W.,59,2,1463.322295728256
1557,Xu J.C.,39,1,1483.7852673989173
1558,Gong M.X.,27,4,1472.8471925035922
1559,Trongcharoenchaikul W.,5,1,1486.3908078550685
1560,Jeong S.Y.,126,1,1485.0534332498237
1561,Gao X.,14,1,1483.1138521400949
1562,Ouyang B.,9,1,1481.6091419359589
1563,Shyla Y.,117,1,1482.4659814243657
1564,Mena F.,362,1,1483.9121555744357
1565,Oncins J.,0,1,1481.4737213841122
1566,Do M.Q.,2,1,1485.1084739518021
1567,Smit J.,24,1,1482.1920684322124
1568,Wagh A.,0,1,1491.6094527289572
1569,Singh N.,15,1,1484.384700044291
1570,Raja P.,11,1,1483.3135619883953
1571,Deen Heshaam A.,1,1,1483.305381118442
1572,Singh S.,112,1,1492.3886972727112
1573,Tyurnev E.,56,1,1491.0748399785466
1574,Hong S.,77,1,1483.555576791063
1575,Tong M.,0,1,1490.8183346328376
1576,Tomashevich D.,0,1,1487.4928331953809
1577,Craca M.,0,1,1485.423447972192
1578,Sanchez de Luna J.A.,50,1,1491.5564287656416
1579,Ito Y.,35,1,1480.6654639825388
1580,Herbert P-H.,424,1,1482.1379410863353
1581,Niki T.,132,1,1483.6618511133138
1582,Zhang Ze.,278,2,1482.3527554780212
1583,Bu Y.,331,2,1478.194930023728
1584,Te R.,82,1,1482.4432224796774
1585,Yevseyev D.,229,1,1483.9479423977436
1586,Onoda M.,0,4,1429.5362452604338
1587,Miyao J.,0,2,1471.4056769833826
1588,Jiang S.,0,1,1483.440397245846
1589,Koenig R.,0,1,1481.3476283979876
1590,Belyaev I.,127,1,1488.6201964011298
1591,Tiurnev E.,167,1,1489.5295984524585
1592,Oliel Y.,116,2,1472.8965314216935
1593,Blockx A.,49,1,1484.0702951616076
1594,Mlynarik Z.,0,1,1484.4060479346272
1595,Hui J.,0,1,1494.8774162791483
1596,Bohaboy D.,0,1,1481.8338055394033
1597,Ittogi T.,1,1,1489.9616920944725
1598,Chaen T.,33,1,1480.7128774550454
1599,Baluda V.,80,1,1487.6901525496305
1600,Friberg K.,103,1,1486.7026370200053
1601,Hassan B.,387,2,1475.2621811947113
1602,Zhang Y.,0,1,1482.0969788078814
1603,Garcia-Sintes J.,0,1,1483.683220188692
1604,Schuttler P.,99,1,1489.4932629585992
1605,Nedovyesov O.,467,1,1482.2705214884304
1606,Takahashi Y.,194,1,1485.245500977226
1607,Shimizu Y.,85,1,1481.6536784878351
1608,Fish A.,716,1,1492.5075794948766
1609,Vovk S.,4,1,1486.6558179830838
1610,Sekulic M.,707,1,1487.9161037368124
1611,Maestrelli F.,298,1,1486.8546949944255
1612,Gruber K.,0,1,1491.325022202435
1613,Dubrivnyy A.,80,1,1487.4781127209653
1614,Rascon T.,0,1,1491.6858110649955
1615,Karlovskiy E.,254,1,1489.989799449975
1616,Bailly G.,5,1,1495.6874941851852
1617,Geerts M.,189,1,1490.697205490842
1618,Martineau M.,184,1,1491.8538909488457
1619,Shvec A.,0,1,1485.7448635014607
1620,Scherrer J.,0,1,1495.9177305160447
1621,Davletshin V.,31,2,1478.5705048681832
1622,Chekov P.,1455,1,1478.7415257842763
1623,Kornienko I.,0,1,1491.3173767020842
1624,Andersen J.,0,1,1492.6176575999905
1625,Freelove O.,0,1,1486.2921672534621
